Number_of_Listings,Number_of_Hosts,Number_of_Neighbourhood_Groups,Number_of_Neighbours,Number_of_Room_Types,Average_Price,Average_Number_of_Nights,Average_Number_of_Reviews,Average_number_of_Reviews_per_Month,Average_Host_List_Count,Average_Availability
38843,30251,5,218,3,142.32,5,29,1.37,5,114
